# id,label
2142,0.31
2143,0.87
2144,0.51
2145,1.00
2146,0.33
2147,0.01
2148,0.10
2149,0.18
2150,0.99
2151,0.88
2152,0.16
2153,0.32
2154,0.04
2155,0.01
2156,0.20
2157,0.55
2158,0.05
2159,0.55
2160,0.99
2161,0.00
2162,0.02
2163,1.00
2164,0.04
2165,0.95
2166,0.05
2167,0.00
2168,0.21
2169,0.51
2170,0.03
2171,0.13
2172,0.09
2173,0.63
2174,0.74
2175,1.00
2176,0.08
2177,1.00
2178,0.91
2179,0.00
2180,0.39
2181,0.84
2182,0.58
2183,0.06
2184,0.52
2185,1.00
2186,0.63
2187,0.51
2188,0.86
2189,0.14
2190,1.00
2191,0.70
2192,0.79
2193,0.04
2194,0.64
2195,0.17
2196,0.04
2197,0.84
2198,0.35
2199,0.20
2200,0.46
2201,0.99
2202,0.47
2203,0.65
2204,0.41
2205,0.42
2206,0.01
2207,0.77
2208,0.21
2209,0.81
2210,0.99
2211,0.93
2212,0.09
2213,0.00
2214,0.70
2215,0.07
2216,0.91
2217,0.26
2218,0.60
2219,0.66
2220,0.82
2221,0.99
2222,0.96
2223,0.84
2224,0.80
2225,0.74
2226,0.51
2227,0.01
2228,0.98
2229,0.48
2230,0.12
2231,0.09
2232,0.99
2233,0.24
2234,0.26
2235,0.15
2236,0.72
2237,0.96
2238,0.51
2239,0.53
2240,1.00
2241,1.00
2242,0.41
2243,0.15
2244,0.77
2245,0.93
2246,0.00
2247,0.00
2248,0.55
2249,0.06
2250,1.00
2251,0.83
2252,0.83
2253,0.98
2254,0.96
2255,0.24
2256,0.00
2257,0.49
2258,0.00
2259,0.69
2260,0.09
2261,0.18
2262,0.13
2263,0.56
2264,0.31
2265,0.08
2266,0.02
2267,0.49
2268,1.00
2269,1.00
2270,0.52
2271,0.10
2272,0.06
2273,0.20
2274,0.54
2275,0.57
2276,0.36
2277,0.49
2278,0.14
2279,0.96
2280,0.18
2281,0.36
2282,0.93
2283,0.90
2284,0.98
2285,0.00
2286,0.95
2287,1.00
2288,0.55
2289,0.79
2290,0.00
2291,0.11
2292,0.49
2293,0.67
2294,0.90
2295,0.65
2296,0.61
2297,1.00
2298,0.00
2299,0.57
2300,0.03
2301,0.50
2302,0.00
2303,0.59
2304,0.67
2305,0.52
2306,0.05
2307,0.05
2308,0.56
2309,0.47
2310,0.90
2311,0.09
2312,0.00
2313,0.81
2314,0.17
2315,0.33
2316,0.35
2317,0.52
2318,0.07
2319,0.19
2320,0.01
2321,0.74
2322,0.66
2323,0.75
2324,0.55
2325,0.02
2326,0.75
2327,0.04
2328,1.00
2329,0.00
2330,0.76
2331,0.06
2332,0.93
2333,0.28
2334,0.99
2335,0.06
2336,0.85
2337,0.94
2338,0.86
2339,0.04
2340,0.01
2341,0.03
2342,0.59
2343,0.05
2344,0.03
2345,0.17
2346,0.57
2347,0.66
2348,0.84
2349,0.07
2350,0.79
2351,0.36
2352,0.41
2353,0.04
2354,0.08
2355,0.16
2356,0.99
2357,0.00
2358,0.12
2359,0.66
2360,0.04
2361,1.00
2362,0.99
2363,0.79
2364,0.01
2365,0.47
2366,0.66
2367,0.52
2368,0.18
2369,0.03
2370,0.05
2371,0.03
2372,1.00
2373,0.23
2374,0.26
2375,0.54
2376,0.85
2377,0.21
2378,0.01
2379,0.09
2380,0.99
2381,0.31
2382,0.51
2383,0.04
2384,0.01
2385,0.62
2386,0.01
2387,1.00
2388,0.88
2389,0.82
2390,0.29
2391,1.00
2392,1.00
2393,0.33
2394,0.11
2395,0.00
2396,0.88
2397,0.15
2398,0.67
2399,0.50
2400,0.87
2401,0.11
2402,0.65
2403,1.00
2404,0.20
2405,0.00
2406,0.29
2407,0.42
2408,0.00
2409,0.87
2410,0.04
2411,0.73
2412,0.37
2413,0.51
2414,0.42
2415,0.88
2416,0.01
2417,0.95
2418,0.51
2419,0.51
2420,0.73
2421,0.14
2422,0.83
2423,0.65
2424,1.00
2425,0.70
2426,0.77
2427,0.29
2428,0.48
2429,0.26
2430,0.79
2431,0.09
2432,0.72
2433,0.04
2434,0.96
2435,0.85
2436,0.44
2437,0.40
2438,0.08
2439,0.12
2440,0.04
2441,0.16
2442,0.03
2443,0.98
2444,0.03
2445,0.20
2446,0.79
2447,0.20
2448,0.44
2449,0.55
2450,0.19
2451,0.00
2452,0.16
2453,0.57
2454,0.20
2455,1.00
2456,0.25
2457,0.99
2458,0.23
2459,0.01
2460,0.16
2461,0.02
2462,0.01
2463,0.96
2464,0.34
2465,0.00
2466,0.17
2467,0.05
2468,0.00
2469,0.63
2470,0.21
2471,0.50
2472,0.05
2473,1.00
2474,0.02
2475,0.93
2476,0.96
2477,0.99
2478,0.45
2479,0.87
2480,0.16
2481,1.00
2482,0.40
2483,0.79
2484,0.32
2485,0.02
2486,0.82
2487,0.01
2488,0.12
2489,0.43
2490,0.42
2491,0.00
2492,0.87
2493,0.42
2494,0.47
2495,0.13
2496,0.04
2497,0.67
2498,0.09
2499,0.94
2500,0.45
2501,0.74
2502,1.00
2503,0.10
2504,0.16
2505,0.83
2506,0.00
2507,0.35
2508,1.00
2509,0.18
2510,0.51
2511,0.05
2512,0.78
2513,0.11
2514,0.00
2515,0.46
2516,0.19
2517,0.57
2518,1.00
2519,0.73
2520,0.59
2521,0.92
2522,0.34
2523,1.00
2524,0.50
2525,0.57
2526,0.63
2527,0.93
2528,0.19
2529,0.46
2530,0.63
2531,0.47
2532,0.25
2533,0.98
2534,0.53
2535,0.02
2536,0.00
2537,0.66
2538,0.50
2539,0.99
2540,0.21
2541,0.99
2542,0.27
2543,0.00
2544,0.65
2545,0.37
2546,0.03
2547,0.02
2548,0.38
2549,0.83
2550,0.83
2551,0.23
2552,0.86
2553,0.15
2554,0.70
2555,0.39
2556,0.30
2557,0.16
2558,0.36
2559,0.02
2560,0.61
2561,0.00
2562,0.38
2563,0.99
2564,0.90
2565,0.44
2566,0.03
2567,0.26
2568,0.23
2569,0.59
2570,1.00
2571,0.15
2572,0.51
2573,0.46
2574,0.94
2575,0.77
2576,0.26
2577,0.40
2578,0.74
2579,0.59
2580,0.05
2581,0.71
2582,0.95
2583,0.02
2584,0.60
2585,0.62
2586,0.01
2587,0.68
2588,0.10
2589,0.92
2590,1.00
2591,0.53
2592,0.04
2593,0.15
2594,0.07
2595,0.69
2596,0.40
2597,0.07
2598,0.88
2599,0.25
2600,0.40
2601,0.78
2602,0.64
2603,0.21
2604,0.25
2605,1.00
2606,0.97
2607,0.06
2608,0.01
2609,0.10
2610,0.07
2611,0.40
2612,0.60
2613,0.02
2614,0.95
2615,0.55
2616,0.77
2617,0.94
2618,0.17
2619,0.97
2620,0.72
2621,0.69
2622,0.57
2623,0.01
2624,0.03
2625,1.00
2626,0.99
2627,0.28
2628,0.67
2629,0.01
2630,0.56
2631,0.92
2632,1.00
2633,0.16
2634,0.46
2635,0.34
2636,0.71
2637,0.04
2638,0.98
2639,0.88
2640,0.10
2641,0.00
2642,0.55
2643,0.58
2644,0.87
2645,0.83
2646,0.78
2647,0.40
2648,0.47
2649,0.86
2650,0.97
2651,0.02
2652,0.03
2653,0.76
2654,0.94
2655,0.00
2656,0.05
2657,0.00
2658,0.71
2659,0.18
2660,0.91
2661,0.33
2662,0.26
2663,0.00
2664,0.36
2665,0.33
2666,0.00
2667,0.42
2668,0.72
2669,0.02
2670,0.00
2671,0.99
2672,0.06
2673,0.11
2674,0.92
2675,0.64
2676,0.00
2677,0.00
2678,0.68
2679,0.84
2680,0.94
2681,0.49
2682,0.45
2683,0.30
2684,0.81
2685,0.93
2686,0.44
2687,0.13
2688,0.42
2689,0.03
2690,0.28
2691,0.22
2692,0.92
2693,0.30
2694,0.32
2695,0.89
2696,0.90
2697,0.74
2698,0.69
2699,0.95
2700,0.54
2701,0.00
2702,0.56
2703,0.01
2704,0.94
2705,0.39
2706,1.00
2707,0.85
2708,0.15
2709,0.30
2710,0.32
2711,0.23
2712,0.93
2713,0.88
2714,0.53
2715,0.75
2716,0.14
2717,0.23
2718,0.84
2719,0.52
2720,0.00
2721,0.05
2722,0.76
2723,0.75
2724,0.95
2725,0.33
2726,0.09
2727,0.67
2728,0.61
2729,0.75
2730,0.03
2731,0.51
2732,0.18
2733,0.64
2734,0.82
2735,0.91
2736,0.00
2737,0.64
2738,0.90
2739,0.03
2740,0.29
2741,0.48
2742,0.45
2743,0.31
2744,0.21
2745,0.65
2746,0.24
2747,0.34
2748,1.00
2749,1.00
2750,0.19
2751,0.31
2752,0.13
2753,0.04
2754,0.69
2755,1.00
2756,0.43
2757,0.00
2758,0.16
2759,0.00
2760,0.81
2761,0.00
2762,0.09
2763,0.38
2764,0.51
2765,1.00
2766,0.38
2767,0.76
2768,0.32
2769,0.02
2770,0.91
2771,0.13
2772,0.61
2773,0.97
2774,0.82
2775,0.53
2776,0.01
2777,0.05
2778,0.02
2779,0.95
2780,0.21
2781,0.95
2782,0.00
2783,0.94
2784,0.02
2785,0.51
2786,0.25
2787,0.49
2788,0.40
2789,0.79
2790,0.51
2791,0.02
2792,0.15
2793,0.00
2794,0.29
2795,0.56
2796,0.53
2797,0.09
2798,0.22
2799,0.03
2800,0.84
2801,0.59
2802,0.40
2803,0.78
2804,0.00
2805,0.62
2806,0.32
2807,0.55
2808,0.38
2809,0.30
2810,0.54
2811,0.04
2812,0.51
2813,0.76
2814,0.61
2815,0.85
2816,0.19
2817,0.78
2818,0.84
2819,0.39
2820,0.06
2821,0.41
2822,0.35
2823,0.57
2824,0.65
2825,0.19
2826,0.69
2827,0.08
2828,0.51
2829,0.00
2830,0.71
2831,0.94
2832,0.22
2833,0.60
2834,0.01
2835,0.00
2836,0.17
2837,0.00
2838,0.07
2839,0.99
2840,0.00
2841,0.65
2842,0.01
2843,0.26
2844,0.72
2845,0.06
2846,0.60
2847,0.06
2848,1.00
2849,0.30
2850,0.37
2851,0.63
2852,0.91
2853,0.92
2854,1.00
2855,0.02
2856,0.81
2857,0.90
2858,0.80
2859,0.91
2860,0.45
2861,0.06
2862,0.02
2863,0.85
2864,0.00
2865,0.31
2866,0.28
2867,0.39
2868,0.98
2869,0.95
2870,0.22
2871,0.38
2872,0.13
2873,0.99
2874,0.71
2875,0.01
2876,0.86
2877,0.11
2878,0.00
2879,0.95
2880,0.01
2881,0.56
2882,0.95
2883,0.51
2884,0.98
2885,0.84
2886,0.78
2887,0.00
2888,0.00
2889,0.00
2890,0.22
2891,0.53
2892,0.38
2893,0.52
2894,0.96
2895,0.73
2896,0.90
2897,0.00
2898,0.00
2899,0.98
2900,0.19
2901,0.41
2902,0.01
2903,0.18
2904,0.98
2905,0.00
2906,0.21
2907,0.23
2908,0.42
2909,0.46
2910,1.00
2911,0.94
2912,0.01
2913,0.67
2914,0.89
2915,0.28
2916,0.39
2917,1.00
2918,0.96
2919,0.08
2920,0.08
2921,0.81
2922,0.85
2923,0.62
2924,0.00
2925,0.29
2926,0.75
2927,0.85
2928,1.00
2929,0.11
2930,0.56
2931,0.50
2932,0.76
2933,1.00
2934,0.03
2935,0.63
2936,0.28
2937,0.30
2938,0.63
2939,0.85
2940,0.99
2941,0.05
2942,0.94
2943,0.00
2944,0.01
2945,0.52
2946,1.00
2947,0.45
2948,0.39
2949,0.38
2950,0.87
2951,0.93
2952,0.43
2953,0.61
2954,0.97
2955,0.32
2956,0.00
2957,0.32
2958,0.00
2959,0.36
2960,0.43
2961,0.86
2962,0.06
2963,0.56
2964,0.04
2965,0.04
2966,0.00
2967,0.00
2968,0.47
2969,0.01
2970,0.48
2971,0.16
2972,0.43
2973,0.46
2974,0.07
2975,0.87
2976,0.00
2977,0.98
2978,1.00
2979,0.69
2980,0.74
2981,0.99
2982,0.00
2983,0.85
2984,1.00
2985,0.17
2986,0.62
2987,0.04
2988,0.78
2989,1.00
2990,0.05
2991,0.55
2992,0.00
2993,0.02
2994,0.00
2995,0.86
2996,0.51
2997,0.64
2998,0.89
2999,0.29
3000,0.29
3001,0.20
3002,0.73
3003,0.54
3004,0.04
3005,0.45
3006,0.13
3007,0.00
3008,0.09
3009,0.18
3010,0.46
3011,0.76
3012,0.34
3013,0.08
3014,1.00
3015,0.12
3016,0.00
3017,0.36
3018,0.08
3019,0.35
3020,0.45
3021,0.12
3022,0.25
3023,0.46
3024,0.92
3025,0.09
3026,0.88
3027,0.66
3028,0.57
3029,0.02
3030,0.00
3031,0.11
3032,0.24
3033,0.67
3034,0.00
3035,0.01
3036,0.10
3037,0.08
3038,0.95
3039,0.69
3040,0.35
3041,0.00
3042,0.04
3043,0.25
3044,1.00
3045,0.00
3046,0.31
3047,0.05
3048,0.12
3049,0.02
3050,0.52
3051,0.43
3052,0.56
3053,0.39
3054,0.55
3055,0.70
3056,0.93
3057,0.01
3058,0.01
3059,0.47
3060,0.54
3061,0.62
3062,0.36
3063,0.05
3064,0.71
3065,0.00
3066,0.76
3067,0.50
3068,0.97
3069,0.99
3070,0.63
3071,0.73
3072,0.03
3073,0.42
3074,0.07
3075,0.30
3076,0.27
3077,0.96
3078,0.99
3079,0.00
3080,0.51
3081,0.51
3082,0.51
3083,0.39
3084,0.06
3085,0.25
3086,0.26
3087,1.00
3088,0.97
3089,0.00
3090,0.00
3091,0.45
3092,0.66
3093,0.97
3094,0.44
3095,0.06
3096,0.32
3097,0.39
3098,0.01
3099,1.00
3100,0.19
3101,0.55
3102,0.62
3103,0.05
3104,0.00
3105,0.35
3106,0.74
3107,0.88
3108,0.88
3109,0.01
3110,0.91
3111,0.76
3112,0.00
3113,1.00
3114,0.81
3115,0.41
3116,0.00
3117,0.25
3118,0.61
3119,1.00
3120,0.24
3121,0.99
3122,0.00
3123,0.01
3124,0.13
3125,0.21
3126,0.28
3127,0.51
3128,0.92
3129,0.21
3130,0.93
3131,0.63
3132,0.65
3133,0.02
3134,0.20
3135,0.71
3136,0.25
3137,0.16
3138,0.68
3139,0.04
3140,0.70
3141,0.52
3142,0.98
3143,0.76
3144,0.99
3145,0.66
3146,0.29
3147,0.86
3148,0.78
3149,0.88
3150,0.09
3151,0.11
3152,0.07
3153,0.56
3154,0.04
3155,0.51
3156,0.04
3157,0.08
3158,0.26
3159,1.00
3160,0.97
3161,0.56
3162,0.12
3163,0.11
3164,0.20
3165,0.03
3166,0.70
3167,0.36
3168,0.40
3169,0.22
3170,0.19
3171,1.00
3172,0.00
3173,0.29
3174,0.55
3175,0.51
3176,0.16
3177,0.01
3178,0.09
3179,0.04
3180,0.88
3181,0.42
3182,0.97
3183,0.01
3184,0.10
3185,0.00
3186,0.10
3187,0.87
3188,0.59
3189,0.95
3190,0.19
3191,0.77
3192,0.48
3193,0.63
3194,0.69
3195,0.39
3196,0.97
3197,0.61
3198,0.10
3199,0.00
3200,0.01
3201,0.98
3202,0.86
3203,0.00
3204,0.65
3205,0.36
3206,0.44
3207,0.15
3208,0.92
3209,0.08
3210,0.62
3211,0.99
3212,0.90
3213,0.51
3214,0.55
3215,0.60
3216,0.40
3217,0.53
3218,0.62
3219,0.65
3220,0.88
3221,0.62
3222,0.00
3223,0.01
3224,0.62
3225,0.21
3226,0.55
3227,0.54
3228,0.24
3229,0.35
3230,0.76
3231,0.01
3232,0.20
3233,0.02
3234,0.99
3235,0.95
3236,0.01
3237,0.77
3238,0.35
3239,0.80
3240,0.89
3241,0.10
3242,0.26
3243,0.00
3244,0.99
3245,0.67
3246,1.00
3247,0.15
3248,0.27
3249,0.00
3250,0.74
3251,0.28
3252,0.36
3253,0.18
3254,0.41
3255,0.53
3256,0.99
3257,0.16
3258,0.00
3259,0.10
3260,0.09
3261,0.94
3262,0.53
3263,0.51
3264,0.15
3265,0.55
3266,0.57
3267,0.80
3268,0.26
3269,0.29
3270,0.67
3271,0.52
3272,0.96
3273,1.00
3274,0.83
3275,0.16
3276,0.86
3277,0.70
3278,0.41
3279,0.06
3280,0.92
3281,0.90
3282,0.01
3283,0.86
3284,0.24
3285,0.10
3286,0.99
3287,1.00
3288,0.96
3289,0.60
3290,0.00
3291,0.53
3292,0.02
3293,0.02
3294,0.35
3295,0.35
3296,0.02
3297,0.90
3298,0.80
3299,0.30
3300,0.93
3301,0.17
3302,0.59
3303,0.12
3304,0.99
3305,0.21
3306,0.89
3307,0.57
3308,0.54
3309,0.97
3310,0.53
3311,0.96
3312,0.55
3313,0.53
3314,0.05
3315,0.82
3316,0.02
3317,1.00
3318,1.00
3319,0.15
3320,0.43
3321,0.53
3322,0.99
3323,0.00
3324,0.18
3325,0.00
3326,0.12
3327,0.28
3328,0.63
3329,0.80
3330,0.92
3331,0.32
3332,0.88
3333,0.16
3334,0.30
3335,0.34
3336,1.00
3337,0.04
3338,1.00
3339,0.10
3340,0.71
3341,0.68
3342,0.70
3343,0.22
3344,0.04
3345,0.45
3346,1.00
3347,0.90
3348,0.00
3349,0.91
3350,0.48
3351,0.16
3352,1.00
3353,0.05
3354,0.86
3355,0.76
3356,0.75
3357,0.93
3358,0.34
3359,0.63
3360,0.77
3361,0.97
3362,0.99
3363,0.01
3364,0.54
3365,0.95
3366,0.41
3367,0.02
3368,0.00
3369,0.42
3370,0.10
3371,0.90
3372,0.05
3373,0.00
3374,0.69
3375,1.00
3376,0.36
3377,1.00
3378,1.00
3379,0.98
3380,0.01
3381,0.00
3382,0.23
3383,0.75
3384,0.97
3385,0.81
3386,0.35
3387,0.19
3388,1.00
3389,0.33
3390,0.15
3391,0.64
3392,0.03
3393,1.00
3394,0.77
3395,0.21
3396,0.25
3397,0.23
3398,0.01
3399,0.00
3400,0.70
3401,0.11
3402,1.00
3403,0.94
3404,0.77
3405,0.69
3406,0.47
3407,0.94
3408,0.92
3409,0.14
3410,0.48
3411,0.98
3412,0.33
3413,0.61
3414,0.84
3415,0.18
3416,1.00
3417,0.49
3418,0.00
3419,0.44
3420,1.00
3421,0.65
3422,0.00
3423,0.08
3424,0.63
3425,0.89
3426,0.34
3427,1.00
3428,0.56
3429,0.22
3430,0.83
3431,0.75
3432,0.01
3433,0.65
3434,1.00
3435,0.25
3436,0.00
3437,0.59
3438,0.84
3439,0.91
3440,0.47
3441,0.04
3442,0.48
3443,0.75
3444,0.01
3445,0.25
3446,0.01
3447,0.15
3448,0.32
3449,0.94
3450,0.37
3451,0.81
3452,0.07
3453,0.82
3454,0.75
3455,0.09
3456,0.29
3457,0.87
3458,0.00
3459,0.06
3460,0.27
3461,0.00
3462,0.91
3463,0.14
3464,0.88
3465,1.00
3466,0.17
3467,0.14
3468,0.01
3469,0.00
3470,0.51
3471,0.03
3472,0.16
3473,0.63
3474,1.00
3475,0.95
3476,0.76
3477,0.38
3478,0.45
3479,0.01
3480,0.00
3481,0.15
3482,0.99
3483,0.42
3484,0.21
3485,0.72
3486,0.04
3487,0.04
3488,0.25
3489,0.78
3490,0.05
3491,0.00
3492,0.31
3493,0.15
3494,0.51
3495,0.67
3496,0.32
3497,0.26
3498,0.18
3499,0.44
3500,0.09
3501,0.39
3502,0.44
3503,0.73
3504,0.13
3505,0.14
3506,0.62
3507,0.78
3508,0.71
3509,0.29
3510,0.06
3511,0.14
3512,0.54
3513,1.00
3514,0.02
3515,0.91
3516,0.79
3517,0.90
3518,0.49
3519,0.99
3520,0.90
3521,0.93
3522,0.76
3523,0.03
3524,0.11
3525,0.38
3526,0.26
3527,0.05
3528,0.13
3529,0.40
3530,0.66
3531,0.77
3532,0.18
3533,0.00
3534,0.98
3535,0.01
3536,0.50
3537,0.35
3538,0.85
3539,0.25
3540,0.00
3541,0.21
3542,0.00
3543,0.30
3544,0.66
3545,0.99
3546,1.00
3547,0.00
3548,0.49
3549,0.95
3550,0.31
3551,0.31
3552,0.00
3553,0.89
3554,0.58
3555,0.85
3556,0.68
3557,0.16
3558,0.94
3559,0.87
3560,0.43
3561,0.72
3562,0.01
3563,0.72
3564,0.16
3565,0.60
3566,0.51
3567,0.00
3568,0.01
3569,0.74
3570,0.02
3571,0.91
3572,0.54
3573,0.66
3574,0.10
3575,0.04
3576,0.24
3577,0.00
3578,0.51
3579,0.43
3580,0.78
3581,0.45
3582,0.03
3583,0.62
3584,0.63
3585,0.60
3586,0.69
3587,0.20
3588,0.24
3589,0.29
3590,0.66
3591,0.03
3592,0.79
3593,0.82
3594,0.50
3595,0.98
3596,0.12
3597,0.12
3598,0.91
3599,0.56
3600,0.00
3601,0.49
3602,0.99
3603,0.77
3604,0.70
3605,0.01
3606,0.92
3607,0.58
3608,0.16
3609,0.96
3610,0.39
3611,0.04
3612,0.01
3613,0.70
3614,0.25
3615,0.43
3616,0.42
3617,0.78
3618,0.96
3619,0.17
3620,0.19
3621,0.74
3622,0.98
3623,0.97
3624,0.33
3625,0.28
3626,0.80
3627,0.90
3628,0.08
3629,0.24
3630,0.44
3631,0.36
3632,0.50
3633,0.51
3634,0.08
3635,0.00
3636,0.48
3637,0.36
3638,0.66
3639,0.00
3640,0.55
3641,0.15
3642,0.00
3643,0.25
3644,0.65
3645,0.61
3646,0.04
3647,0.00
3648,0.73
3649,0.93
3650,0.02
3651,0.30
3652,0.88
3653,0.02
3654,1.00
3655,0.51
3656,0.28
3657,0.36
3658,0.42
3659,0.98
3660,0.28
3661,0.33
3662,0.02
3663,0.93
3664,0.33
3665,0.15
3666,0.06
3667,0.12
3668,0.04
3669,0.42
3670,0.00
3671,0.64
3672,0.00
3673,0.62
3674,0.21
3675,0.89
3676,0.61
3677,0.00
3678,0.25
3679,0.27
3680,0.06
3681,0.33
3682,0.77
3683,0.97
3684,1.00
3685,0.38
3686,0.69
3687,0.88
3688,0.00
3689,0.93
3690,0.07
3691,1.00
3692,0.00
3693,0.97
3694,0.20
3695,0.47
3696,0.66
3697,0.18
3698,0.10
3699,0.04
3700,1.00
3701,0.66
3702,0.07
3703,0.08
3704,0.15
3705,0.31
3706,0.49
3707,0.69
3708,1.00
3709,0.58
3710,0.96
3711,0.35
3712,0.42
3713,0.88
3714,0.87
3715,0.35
3716,0.70
3717,0.99
3718,0.01
3719,0.73
3720,0.59
3721,0.38
3722,0.29
3723,0.89
3724,1.00
3725,0.29
3726,0.49
3727,0.00
3728,0.51
3729,0.63
3730,0.59
3731,0.82
3732,0.06
3733,0.20
3734,0.66
3735,0.72
3736,1.00
3737,0.45
3738,0.52
3739,0.99
3740,0.00
3741,0.52
3742,0.60
3743,0.86
3744,0.43
3745,0.39
3746,0.00
3747,0.23
3748,0.80
3749,0.76
3750,0.59
3751,1.00
3752,0.70
3753,0.99
3754,0.10
3755,0.53
3756,0.50
3757,0.62
3758,0.68
3759,0.19
3760,0.00
3761,0.00
3762,0.84
3763,0.44
3764,0.90
3765,1.00
3766,0.88
3767,0.51
3768,0.88
3769,0.92
3770,0.94
3771,0.94
3772,0.16
3773,0.28
3774,0.48
3775,0.02
3776,0.88
3777,1.00
3778,0.00
3779,0.88
3780,0.00
3781,0.80
3782,0.00
3783,0.91
3784,0.05
3785,0.43
3786,0.58
3787,0.70
3788,0.97
3789,0.52
3790,0.02
3791,0.62
3792,0.15
3793,0.15
3794,0.01
3795,0.00
3796,0.99
3797,0.09
3798,0.63
3799,0.05
3800,0.01
3801,0.44
3802,0.19
3803,0.75
3804,0.12
3805,0.11
3806,0.92
3807,0.74
3808,0.67
3809,0.93
3810,0.49
3811,0.99
3812,0.72
3813,0.57
3814,0.03
3815,1.00
3816,0.43
3817,0.06
3818,0.83
3819,0.99
3820,0.97
3821,0.85
3822,0.19
3823,0.00
3824,0.41
3825,0.76
3826,0.21
3827,0.00
3828,0.88
3829,0.26
3830,0.92
3831,0.03
3832,0.98
3833,0.21
3834,0.34
3835,0.34
3836,0.10
3837,0.68
3838,0.01
3839,0.77
3840,0.94
3841,0.79
3842,0.10
3843,0.05
3844,0.69
3845,0.00
3846,0.00
3847,0.94
3848,0.14
3849,0.96
3850,0.91
3851,0.99
3852,0.00
3853,0.99
3854,0.73
3855,0.99
3856,0.74
3857,0.00
3858,0.84
3859,1.00
3860,0.86
3861,0.99
3862,0.97
3863,0.87
3864,0.67
3865,0.31
3866,0.97
3867,0.56
3868,0.43
3869,0.49
3870,0.98
3871,0.59
3872,0.37
3873,0.21
3874,0.01
3875,0.03
3876,0.25
3877,0.56
3878,0.65
3879,0.70
3880,0.01
3881,0.00
3882,1.00
3883,0.55
3884,0.00
3885,0.20
3886,0.31
3887,0.19
3888,0.68
3889,0.50
3890,0.53
3891,0.89
3892,0.28
3893,0.89
3894,0.34
3895,0.04
3896,0.37
3897,0.99
3898,0.37
3899,0.11
3900,0.05
3901,0.48
3902,0.19
3903,0.46
3904,0.59
3905,0.52
3906,0.54
3907,0.01
3908,0.71
3909,0.02
3910,0.25
3911,0.62
3912,0.00
3913,0.75
3914,0.62
3915,0.71
3916,0.83
3917,0.29
3918,0.00
3919,0.51
3920,0.06
3921,0.74
3922,0.00
3923,0.06
3924,0.84
3925,0.15
3926,0.97
3927,0.83
3928,0.89
3929,0.00
3930,0.98
3931,0.55
3932,0.53
3933,0.01
3934,0.01
3935,0.11
3936,0.43
3937,0.30
3938,0.13
3939,0.00
3940,0.20
3941,0.51
3942,0.75
3943,0.67
3944,0.31
3945,0.00
3946,0.06
3947,0.95
3948,0.00
3949,0.98
3950,0.49
3951,0.44
3952,0.01
3953,0.60
3954,0.98
3955,1.00
3956,0.52
3957,0.57
3958,0.49
3959,0.70
3960,0.32
3961,0.51
3962,0.21
3963,1.00
3964,0.41
3965,0.27
3966,0.93
3967,0.16
3968,0.54
3969,0.99
3970,0.60
3971,0.41
3972,0.24
3973,0.25
3974,0.49
3975,0.45
3976,0.03
3977,0.92
3978,0.50
3979,0.04
3980,0.00
3981,0.02
3982,0.78
3983,0.09
3984,0.66
3985,0.25
3986,1.00
3987,0.59
3988,0.50
3989,0.00
3990,0.00
3991,0.66
3992,0.06
3993,0.60
3994,0.31
3995,1.00
3996,0.08
3997,0.63
3998,0.42
3999,0.56
4000,0.99
4001,0.09
4002,0.00
4003,0.81
4004,0.88
4005,0.76
4006,0.06
4007,0.02
4008,0.00
4009,0.27
4010,0.07
4011,0.99
4012,0.93
4013,0.51
4014,0.53
4015,0.03
4016,0.60
4017,0.28
4018,0.00
4019,0.02
4020,0.85
4021,1.00
4022,0.18
4023,0.68
4024,0.00
4025,0.65
4026,0.74
4027,0.00
4028,0.92
4029,0.80
4030,0.79
4031,0.22
4032,0.98
4033,0.05
4034,0.99
4035,0.00
4036,0.01
4037,0.00
4038,1.00
4039,0.51
4040,0.49
4041,0.69
4042,0.80
4043,0.66
4044,0.00
4045,0.74
4046,0.90
4047,0.69
4048,0.20
4049,1.00
4050,0.00
4051,0.99
4052,0.93
4053,0.09
4054,0.24
4055,0.54
4056,0.83
4057,0.00
4058,0.95
4059,0.69
4060,0.92
4061,0.51
4062,0.30
4063,0.05
4064,0.64
4065,0.48
4066,0.46
4067,0.16
4068,0.12
4069,0.97
4070,0.72
4071,0.51
4072,0.36
4073,0.89
4074,0.61
4075,0.80
4076,0.38
4077,0.81
4078,0.96
4079,0.00
4080,0.00
4081,0.25
4082,0.27
4083,0.28
4084,0.51
4085,0.01
4086,0.00
4087,0.30
4088,0.23
4089,0.61
4090,0.68
4091,0.15
4092,0.06
4093,1.00
4094,0.88
4095,0.21
4096,0.46
4097,0.14
4098,0.05
4099,0.91
4100,1.00
4101,0.57
4102,0.08
4103,0.69
4104,0.04
4105,0.56
4106,0.87
4107,0.18
4108,0.98
4109,0.01
4110,0.04
4111,0.91
4112,0.63
4113,0.79
4114,0.98
4115,0.17
4116,0.76
4117,0.30
4118,0.15
4119,0.18
4120,0.36
4121,0.80
4122,1.00
4123,0.07
4124,1.00
4125,0.05
4126,0.00
4127,0.77
4128,0.79
4129,0.01
4130,0.92
4131,0.29
4132,0.95
4133,0.96
4134,0.95
4135,0.68
4136,0.97
4137,0.83
4138,0.40
4139,0.69
4140,0.00
